date,temperature,rainfall,humidity,month
2009-04-06,20.9,0.0,20.0,4
2009-04-07,21.6,0.0,27.0,4
2009-04-08,23.5,0.0,30.0,4
2009-04-09,25.0,0.0,27.0,4
2009-04-10,24.3,0.0,42.0,4
2009-04-11,24.4,8.4,47.0,4
2009-04-12,23.1,6.2,52.0,4
2009-04-13,25.0,0.0,35.0,4
2009-04-14,24.6,0.0,39.0,4
2009-04-15,18.9,0.0,27.0,4
2009-04-16,19.4,0.0,30.0,4
2009-04-17,21.6,0.0,39.0,4
2009-04-18,22.9,0.0,37.0,4
2009-04-19,23.6,0.0,33.0,4
2009-04-20,21.3,0.0,29.0,4
2009-04-21,20.9,0.0,39.0,4
2009-04-22,22.3,0.0,33.0,4
2009-04-23,22.6,0.0,34.0,4
2009-04-24,15.1,0.0,86.0,4
2009-04-25,14.5,20.0,89.0,4
2009-04-26,11.6,21.0,62.0,4
2009-04-27,9.4,3.2,79.0,4
2009-04-28,14.0,4.8,48.0,4
2009-04-29,12.1,0.0,46.0,4
2009-04-30,16.1,0.0,38.0,4
2009-05-01,16.3,0.0,44.0,5
2009-05-02,19.1,0.0,49.0,5
2009-05-03,18.5,0.0,51.0,5
2009-05-04,18.8,0.0,44.0,5
2009-05-05,18.4,0.0,47.0,5
2009-05-06,19.2,0.0,49.0,5
2009-05-07,18.2,0.0,49.0,5
2009-05-08,18.5,0.0,36.0,5
2009-05-09,20.2,0.0,45.0,5
2009-05-10,19.1,0.0,40.0,5
2009-05-11,17.7,0.0,53.0,5
2009-05-12,18.0,0.0,49.0,5
2009-05-13,14.6,0.0,61.0,5
2009-05-14,15.3,0.0,59.0,5
2009-05-15,15.9,0.0,63.0,5
2009-05-16,14.5,1.8,54.0,5
2009-05-17,14.7,0.0,61.0,5
2009-05-18,18.7,0.0,34.0,5
2009-05-19,18.9,0.0,51.0,5
2009-05-20,18.0,0.0,57.0,5
2009-05-21,19.1,0.0,48.0,5
2009-05-22,19.6,0.0,43.0,5
2009-05-23,21.7,0.0,37.0,5
2009-05-24,20.8,0.0,43.0,5
2009-05-25,19.5,0.0,50.0,5
2009-05-26,17.4,4.2,74.0,5
2009-05-27,15.6,0.8,58.0,5
2009-05-28,15.3,0.0,48.0,5
2009-05-29,15.9,0.0,44.0,5
2009-05-30,16.7,0.0,44.0,5
2009-05-31,16.8,0.0,46.0,5
2009-06-01,14.0,1.2,75.0,6
2009-06-02,13.4,1.4,75.0,6
2009-06-03,13.0,4.8,97.0,6
2009-06-04,16.5,8.0,58.0,6
2009-06-05,15.6,0.0,57.0,6
2009-06-06,10.2,0.2,91.0,6
2009-06-07,11.5,14.4,80.0,6
2009-06-08,11.4,4.6,79.0,6
2009-06-09,7.9,2.0,95.0,6
2009-06-10,9.7,5.6,56.0,6
2009-06-11,8.8,0.0,72.0,6
2009-06-12,7.9,0.0,72.0,6
2009-06-13,12.1,0.0,60.0,6
2009-06-14,15.5,0.0,49.0,6
2009-06-15,13.9,0.4,63.0,6
2009-06-16,15.4,0.0,49.0,6
2009-06-17,14.9,0.0,52.0,6
2009-06-18,14.5,0.0,63.0,6
2009-06-19,15.1,0.0,56.0,6
2009-06-20,16.7,0.0,56.0,6
2009-06-21,16.4,1.6,71.0,6
2009-06-22,13.6,5.6,78.0,6
2009-06-23,15.2,0.0,70.0,6
2009-06-24,13.7,6.0,65.0,6
2009-06-25,11.6,0.0,75.0,6
2009-06-26,13.0,4.4,73.0,6
2009-06-27,11.3,0.0,81.0,6
2009-06-28,12.3,5.4,76.0,6
2009-06-29,15.6,3.6,69.0,6
2009-06-30,15.3,2.0,73.0,6
2009-07-01,13.1,8.4,68.0,7
2009-07-02,11.4,5.0,74.0,7
2009-07-03,11.7,7.8,62.0,7
2009-07-04,12.6,0.0,76.0,7
2009-07-05,12.0,0.0,56.0,7
2009-07-06,11.4,0.0,65.0,7
2009-07-07,12.4,0.0,46.0,7
2009-07-08,12.4,0.0,54.0,7
2009-07-09,14.3,0.2,54.0,7
2009-07-10,13.4,0.0,62.0,7
2009-07-11,13.2,0.6,63.0,7
2009-07-12,15.4,0.6,53.0,7
2009-07-13,12.3,1.0,73.0,7
2009-07-14,10.1,6.8,75.0,7
2009-07-15,12.5,1.8,57.0,7
2009-07-16,12.8,0.0,57.0,7
2009-07-17,14.2,0.2,52.0,7
2009-07-18,11.2,0.0,64.0,7
2009-07-19,13.5,0.6,65.0,7
2009-07-20,16.3,0.2,53.0,7
2009-07-21,17.6,0.0,46.0,7
2009-07-22,10.2,0.0,81.0,7
2009-07-23,12.9,9.8,58.0,7
2009-07-24,11.6,0.0,58.0,7
2009-07-25,10.8,0.0,61.0,7
2009-07-26,9.6,0.0,74.0,7
2009-07-27,7.3,0.0,91.0,7
2009-07-28,12.0,3.8,71.0,7
2009-07-29,12.1,2.4,81.0,7
2009-07-30,12.0,0.2,76.0,7
2009-07-31,12.7,5.2,61.0,7
2009-08-01,13.3,0.2,70.0,8
2009-08-02,13.3,0.8,65.0,8
2009-08-03,13.6,0.8,49.0,8
2009-08-04,14.0,0.0,53.0,8
2009-08-05,13.6,5.4,76.0,8
2009-08-06,16.6,0.4,58.0,8
2009-08-07,13.7,0.8,47.0,8
2009-08-08,12.3,4.2,50.0,8
2009-08-09,12.1,0.0,48.0,8
2009-08-10,12.6,0.2,60.0,8
2009-08-11,15.6,0.4,59.0,8
2009-08-12,13.0,4.8,74.0,8
2009-08-13,11.1,0.2,87.0,8
2009-08-14,14.7,1.2,61.0,8
2009-08-15,17.0,0.2,57.0,8
2009-08-16,14.3,1.6,70.0,8
2009-08-17,12.8,3.2,57.0,8
2009-08-18,14.4,0.0,58.0,8
2009-08-19,15.2,0.0,61.0,8
2009-08-20,17.3,0.0,51.0,8
2009-08-21,10.1,1.0,85.0,8
2009-08-22,12.9,6.6,57.0,8
2009-08-23,18.2,3.8,67.0,8
2009-08-24,16.4,1.2,52.0,8
2009-08-25,11.7,2.0,53.0,8
2009-08-26,13.6,3.6,56.0,8
2009-08-27,16.2,0.4,49.0,8
2009-08-28,17.6,0.0,51.0,8
2009-08-29,17.5,4.2,80.0,8
2009-08-30,10.7,13.4,57.0,8
2009-08-31,13.9,1.4,72.0,8
2009-09-01,12.5,3.0,58.0,9
2009-09-02,16.0,0.0,45.0,9
2009-09-03,20.3,0.0,54.0,9
2009-09-04,15.5,1.4,58.0,9
2009-09-05,14.9,0.0,54.0,9
2009-09-06,15.4,0.0,47.0,9
2009-09-07,16.5,0.0,53.0,9
2009-09-08,15.3,0.0,59.0,9
2009-09-09,13.4,0.0,67.0,9
2009-09-10,14.3,0.0,55.0,9
2009-09-11,18.1,0.0,46.0,9
2009-09-12,24.0,0.0,39.0,9
2009-09-13,23.1,0.0,25.0,9
2009-09-14,17.1,0.0,29.0,9
2009-09-15,16.7,0.0,44.0,9
2009-09-16,20.7,0.0,39.0,9
2009-09-17,14.0,0.0,73.0,9
2009-09-18,20.3,10.2,54.0,9
2009-09-19,19.2,0.0,46.0,9
2009-09-20,16.8,0.4,50.0,9
2009-09-21,18.3,0.2,50.0,9
2009-09-22,19.2,8.4,55.0,9
2009-09-23,15.9,28.8,54.0,9
2009-09-24,17.2,1.4,55.0,9
2009-09-25,17.3,0.0,57.0,9
2009-09-26,11.1,6.0,72.0,9
2009-09-27,10.7,1.6,72.0,9
2009-09-28,16.8,0.0,56.0,9
2009-09-29,16.2,0.0,49.0,9
2009-09-30,20.9,0.0,36.0,9
2009-10-01,19.4,0.0,61.0,10
2009-10-02,20.6,0.0,55.0,10
2009-10-03,13.0,3.2,75.0,10
2009-10-04,14.8,1.8,75.0,10
2009-10-05,19.2,0.2,47.0,10
2009-10-06,10.0,0.0,77.0,10
2009-10-07,15.2,3.6,42.0,10
2009-10-08,15.7,0.0,43.0,10
2009-10-09,17.8,0.0,39.0,10
2009-10-10,17.3,0.0,36.0,10
2009-10-11,18.2,0.0,50.0,10
2009-10-12,19.0,0.0,64.0,10
2009-10-13,14.8,2.0,71.0,10
2009-10-14,14.1,7.0,60.0,10
2009-10-15,10.9,1.4,84.0,10
2009-10-16,14.9,6.8,56.0,10
2009-10-17,18.8,0.0,46.0,10
2009-10-18,19.3,0.0,50.0,10
2009-10-19,22.0,0.0,38.0,10
2009-10-20,25.8,0.0,31.0,10
2009-10-21,25.3,0.0,44.0,10
2009-10-22,25.4,0.0,38.0,10
2009-10-23,23.2,0.0,26.0,10
2009-10-24,24.8,0.0,28.0,10
2009-10-25,21.3,0.0,34.0,10
2009-10-26,20.9,0.0,38.0,10
2009-10-27,23.4,0.0,43.0,10
2009-10-28,25.8,0.0,41.0,10
2009-10-29,25.8,0.0,50.0,10
2009-10-30,28.4,0.0,46.0,10
2009-10-31,30.3,0.0,38.0,10
2009-11-01,32.7,0.0,35.0,11
2009-11-02,31.1,0.0,47.0,11
2009-11-03,21.9,0.0,39.0,11
2009-11-04,22.6,0.0,27.0,11
2009-11-05,25.3,0.0,28.0,11
2009-11-06,27.0,0.0,32.0,11
2009-11-07,28.9,0.0,27.0,11
2009-11-08,30.3,0.0,29.0,11
2009-11-09,32.8,0.0,29.0,11
2009-11-10,33.8,0.0,23.0,11
2009-11-11,34.9,0.0,18.0,11
2009-11-12,34.6,0.0,18.0,11
2009-11-13,31.7,0.0,22.0,11
2009-11-14,32.6,0.0,25.0,11
2009-11-15,35.4,0.0,16.0,11
2009-11-16,33.4,0.0,20.0,11
2009-11-17,28.6,0.0,18.0,11
2009-11-18,32.7,0.0,18.0,11
2009-11-19,39.0,0.0,11.0,11
2009-11-20,36.4,0.0,21.0,11
2009-11-21,20.8,10.6,91.0,11
2009-11-22,25.6,25.8,67.0,11
2009-11-23,22.7,0.4,37.0,11
2009-11-24,24.9,0.0,40.0,11
2009-11-25,32.0,0.0,36.0,11
2009-11-26,25.2,0.0,70.0,11
2009-11-27,24.7,10.2,56.0,11
2009-11-28,25.7,0.0,27.0,11
2009-11-29,20.7,9.4,54.0,11
2009-11-30,23.6,2.4,35.0,11
2009-12-01,22.6,0.0,31.0,12
2009-12-02,25.5,0.0,29.0,12
2009-12-03,29.8,0.0,16.0,12
2009-12-04,26.8,0.0,7.0,12
2009-12-05,25.7,0.0,22.0,12
2009-12-06,28.7,0.0,23.0,12
2009-12-07,30.6,0.0,19.0,12
2009-12-08,21.8,0.0,45.0,12
2009-12-09,23.4,1.2,24.0,12
2009-12-10,25.6,0.0,26.0,12
2009-12-11,21.0,1.0,30.0,12
2009-12-12,26.0,0.0,31.0,12
2009-12-13,28.9,0.0,27.0,12
2009-12-14,30.6,0.0,25.0,12
2009-12-15,32.5,0.0,22.0,12
2009-12-16,36.9,0.0,8.0,12
2009-12-17,31.4,0.0,28.0,12
2009-12-18,24.9,3.0,19.0,12
2009-12-19,27.7,0.0,23.0,12
2009-12-20,30.4,0.0,21.0,12
2009-12-21,32.7,0.0,10.0,12
2009-12-22,35.9,0.0,10.0,12
2009-12-23,37.5,0.0,12.0,12
2009-12-24,30.4,0.0,29.0,12
2009-12-25,27.5,9.8,49.0,12
2009-12-26,29.4,0.0,34.0,12
2009-12-27,22.7,0.0,74.0,12
2009-12-28,34.1,0.0,23.0,12
2009-12-29,34.1,0.0,24.0,12
2009-12-30,35.1,0.0,15.0,12
2009-12-31,31.1,0.0,35.0,12
2010-01-01,30.9,5.0,40.0,1
2010-01-02,28.0,12.4,48.0,1
2010-01-03,28.0,0.0,32.0,1
2010-01-04,30.6,0.0,24.0,1
2010-01-05,34.9,0.0,13.0,1
2010-01-06,33.4,0.0,7.0,1
2010-01-07,31.8,0.0,17.0,1
2010-01-08,35.3,0.0,19.0,1
2010-01-09,38.6,0.0,19.0,1
2010-01-10,41.2,0.0,8.0,1
2010-01-11,40.9,0.0,15.0,1
2010-01-12,41.1,0.2,12.0,1
2010-01-13,19.9,0.4,79.0,1
2010-01-14,30.4,3.0,28.0,1
2010-01-15,34.4,0.0,20.0,1
2010-01-16,36.0,0.0,11.0,1
2010-01-17,24.1,0.0,24.0,1
2010-01-18,20.5,0.0,30.0,1
2010-01-19,23.8,0.0,27.0,1
2010-01-20,30.7,0.0,15.0,1
2010-01-21,34.3,0.0,18.0,1
2010-01-22,39.1,0.0,9.0,1
2010-01-23,34.6,0.0,9.0,1
2010-01-24,31.7,0.0,22.0,1
2010-01-25,34.7,0.0,8.0,1
2010-01-26,34.4,0.0,10.0,1
2010-01-27,35.3,0.0,14.0,1
2010-01-28,34.1,0.0,8.0,1
2010-01-29,33.9,0.0,14.0,1
2010-01-30,34.8,0.0,22.0,1
2010-01-31,34.7,0.0,16.0,1
2010-02-01,36.9,0.0,19.0,2
2010-02-02,32.5,8.6,24.0,2
2010-02-03,34.6,0.0,23.0,2
2010-02-04,31.1,0.0,44.0,2
2010-02-05,25.0,52.2,70.0,2
2010-02-06,30.1,5.6,38.0,2
2010-02-07,32.6,0.0,32.0,2
2010-02-08,33.8,0.0,32.0,2
2010-02-09,33.5,0.0,37.0,2
2010-02-10,32.9,0.0,28.0,2
2010-02-11,33.1,0.0,35.0,2
2010-02-12,26.4,0.0,67.0,2
2010-02-13,26.6,0.0,59.0,2
2010-02-14,28.9,0.0,43.0,2
2010-02-15,26.2,0.0,44.0,2
2010-02-16,27.2,0.0,34.0,2
2010-02-17,30.0,0.0,30.0,2
2010-02-18,30.0,0.0,24.0,2
2010-02-19,29.2,0.0,34.0,2
2010-02-20,30.9,0.0,35.0,2
2010-02-21,27.3,0.6,59.0,2
2010-02-22,24.2,3.6,70.0,2
2010-02-23,24.3,0.2,34.0,2
2010-02-24,26.4,0.0,35.0,2
2010-02-25,29.3,0.0,33.0,2
2010-02-26,29.2,0.0,28.0,2
2010-02-27,24.8,0.0,62.0,2
2010-02-28,28.5,1.4,45.0,2
2010-03-01,25.5,0.0,35.0,3
2010-03-02,26.5,0.0,23.0,3
2010-03-03,28.9,0.0,26.0,3
2010-03-04,28.6,0.0,35.0,3
2010-03-05,20.1,0.0,93.0,3
2010-03-06,29.4,20.6,48.0,3
2010-03-07,21.1,5.8,82.0,3
2010-03-08,24.1,66.0,38.0,3
2010-03-09,19.0,6.2,67.0,3
2010-03-10,21.8,0.0,35.0,3
2010-03-11,22.8,0.0,40.0,3
2010-03-12,24.1,0.0,40.0,3
2010-03-13,23.9,0.0,44.0,3
2010-03-14,24.8,0.0,37.0,3
2010-03-15,26.0,0.0,38.0,3
2010-03-16,28.1,0.0,28.0,3
2010-03-17,29.5,0.0,35.0,3
2010-03-18,29.7,0.0,36.0,3
2010-03-19,30.0,0.0,31.0,3
2010-03-20,31.5,0.0,36.0,3
2010-03-21,24.7,0.0,46.0,3
2010-03-22,24.1,0.0,36.0,3
2010-03-23,26.1,0.0,23.0,3
2010-03-24,26.9,0.0,31.0,3
2010-03-25,28.9,0.0,32.0,3
2010-03-26,29.1,0.0,32.0,3
2010-03-27,30.0,0.0,32.0,3
2010-03-28,28.3,0.0,41.0,3
2010-03-29,24.8,11.0,61.0,3
2010-03-30,26.0,0.4,44.0,3
2010-03-31,25.1,0.0,42.0,3
2010-04-01,25.2,0.0,44.0,4
2010-04-02,24.4,0.0,42.0,4
2010-04-03,24.7,0.0,41.0,4
2010-04-04,24.2,0.0,37.0,4
2010-04-05,24.6,0.0,38.0,4
2010-04-06,23.8,0.0,40.0,4
2010-04-07,23.2,3.0,69.0,4
2010-04-08,23.0,3.2,53.0,4
2010-04-09,21.2,0.0,55.0,4
2010-04-10,18.3,0.2,79.0,4
2010-04-11,17.8,7.0,43.0,4
2010-04-12,16.0,0.0,54.0,4
2010-04-13,19.5,0.0,49.0,4
2010-04-14,21.6,0.0,49.0,4
2010-04-15,22.4,0.0,40.0,4
2010-04-16,24.1,0.0,45.0,4
2010-04-17,25.0,0.0,38.0,4
2010-04-18,24.6,0.0,47.0,4
2010-04-19,25.6,0.0,46.0,4
2010-04-20,24.3,0.0,49.0,4
2010-04-21,26.4,0.0,44.0,4
2010-04-22,26.4,0.0,40.0,4
2010-04-23,27.9,0.0,34.0,4
2010-04-24,18.6,3.6,86.0,4
2010-04-25,18.4,17.0,40.0,4
2010-04-26,16.9,0.0,49.0,4
2010-04-27,15.9,0.0,58.0,4
2010-04-28,16.9,1.6,50.0,4
2010-04-29,17.0,0.4,69.0,4
2010-04-30,19.0,0.0,53.0,4
2010-05-01,20.6,0.2,46.0,5
2010-05-02,20.3,0.0,47.0,5
2010-05-03,22.7,0.0,39.0,5
2010-05-04,24.8,0.2,29.0,5
2010-05-05,14.5,3.0,51.0,5
2010-05-06,15.3,0.0,68.0,5
2010-05-07,16.8,0.0,56.0,5
2010-05-08,18.6,0.0,59.0,5
2010-05-09,18.6,0.0,54.0,5
2010-05-10,19.6,0.0,47.0,5
2010-05-11,13.2,0.0,47.0,5
2010-05-12,13.8,0.0,48.0,5
2010-05-13,16.9,0.0,55.0,5
2010-05-14,17.1,0.2,46.0,5
2010-05-15,18.1,0.0,44.0,5
2010-05-16,16.3,0.0,51.0,5
2010-05-17,16.7,0.0,50.0,5
2010-05-18,19.4,0.0,38.0,5
2010-05-19,18.4,0.0,39.0,5
2010-05-20,16.1,0.0,44.0,5
2010-05-21,17.5,0.0,42.0,5
2010-05-22,16.1,0.0,45.0,5
2010-05-23,17.8,0.0,35.0,5
2010-05-24,15.0,0.0,73.0,5
2010-05-25,12.8,10.4,99.0,5
2010-05-26,18.9,13.4,50.0,5
2010-05-27,16.5,0.2,59.0,5
2010-05-28,17.0,0.0,63.0,5
2010-05-29,14.0,28.0,89.0,5
2010-05-30,19.6,5.8,47.0,5
2010-05-31,18.4,0.0,48.0,5
2010-06-01,16.1,0.0,58.0,6
2010-06-02,16.8,0.0,60.0,6
2010-06-03,17.2,0.0,50.0,6
2010-06-04,18.1,0.0,53.0,6
2010-06-05,8.9,0.0,84.0,6
2010-06-06,14.6,0.0,61.0,6
2010-06-07,13.3,0.0,50.0,6
2010-06-08,11.6,0.0,49.0,6
2010-06-09,7.9,0.0,92.0,6
2010-06-10,12.5,2.4,57.0,6
2010-06-11,12.8,0.0,66.0,6
2010-06-12,12.3,0.0,51.0,6
2010-06-13,12.0,0.0,47.0,6
2010-06-14,12.6,0.0,50.0,6
2010-06-15,12.4,0.0,65.0,6
2010-06-16,13.5,0.0,73.0,6
2010-06-17,11.0,11.6,65.0,6
2010-06-18,10.9,2.2,70.0,6
2010-06-19,14.4,1.8,66.0,6
2010-06-20,12.7,0.0,86.0,6
2010-06-21,11.8,0.4,83.0,6
2010-06-22,14.7,0.0,61.0,6
2010-06-23,15.5,0.0,52.0,6
2010-06-24,16.9,0.0,56.0,6
2010-06-25,13.2,0.0,95.0,6
2010-06-26,11.1,10.2,71.0,6
2010-06-27,11.5,0.2,54.0,6
2010-06-28,8.2,0.0,70.0,6
2010-06-29,9.1,0.0,57.0,6
2010-06-30,8.8,0.2,78.0,6
2010-07-01,10.4,1.2,67.0,7
2010-07-02,10.2,0.2,70.0,7
2010-07-03,10.0,0.0,76.0,7
2010-07-04,10.0,0.0,77.0,7
2010-07-05,11.7,0.2,70.0,7
2010-07-06,13.8,5.6,56.0,7
2010-07-07,12.6,0.0,64.0,7
2010-07-08,14.6,0.4,50.0,7
2010-07-09,14.1,0.0,57.0,7
2010-07-10,15.0,0.0,61.0,7
2010-07-11,15.2,13.4,62.0,7
2010-07-12,15.1,0.2,62.0,7
2010-07-13,12.0,0.0,93.0,7
2010-07-14,9.1,21.4,91.0,7
2010-07-15,11.4,11.0,63.0,7
2010-07-16,13.0,0.0,56.0,7
2010-07-17,10.8,0.0,69.0,7
2010-07-18,12.1,0.0,59.0,7
2010-07-19,13.4,1.6,61.0,7
2010-07-20,11.5,0.2,62.0,7
2010-07-21,12.5,0.0,58.0,7
2010-07-22,12.4,0.0,51.0,7
2010-07-23,15.2,0.0,61.0,7
2010-07-24,14.2,0.0,60.0,7
2010-07-25,13.8,0.2,58.0,7
2010-07-26,14.6,0.2,52.0,7
2010-07-27,14.7,0.2,52.0,7
2010-07-28,12.2,0.0,67.0,7
2010-07-29,14.0,6.2,80.0,7
2010-07-30,14.1,0.0,86.0,7
2010-07-31,11.6,2.2,85.0,7
2010-08-01,7.3,4.2,93.0,8
2010-08-02,13.7,18.6,56.0,8
2010-08-03,15.5,0.0,51.0,8
2010-08-04,9.2,0.0,71.0,8
2010-08-05,11.3,0.0,65.0,8
2010-08-06,12.2,0.2,59.0,8
2010-08-07,12.7,0.2,54.0,8
2010-08-08,12.2,0.0,58.0,8
2010-08-09,14.9,0.0,47.0,8
2010-08-10,15.2,7.2,77.0,8
2010-08-11,10.0,8.2,85.0,8
2010-08-12,14.7,10.8,45.0,8
2010-08-13,14.5,0.0,56.0,8
2010-08-14,12.7,0.0,67.0,8
2010-08-15,10.9,1.8,94.0,8
2010-08-16,11.3,10.2,65.0,8
2010-08-17,11.3,3.8,55.0,8
2010-08-18,8.7,0.2,86.0,8
2010-08-19,14.5,15.4,56.0,8
2010-08-20,10.4,2.0,58.0,8
2010-08-21,12.0,0.0,68.0,8
2010-08-22,14.3,0.2,49.0,8
2010-08-23,12.0,0.2,61.0,8
2010-08-24,11.7,1.8,55.0,8
2010-08-25,10.1,1.8,65.0,8
2010-08-26,11.2,9.6,70.0,8
2010-08-27,12.3,4.0,55.0,8
2010-08-28,13.3,0.0,58.0,8
2010-08-29,14.1,0.0,57.0,8
2010-08-30,15.2,0.0,51.0,8
2010-08-31,13.4,0.0,61.0,8
2010-09-01,14.2,0.0,71.0,9
2010-09-02,16.1,0.8,68.0,9
2010-09-03,17.2,0.0,55.0,9
2010-09-04,14.8,21.8,87.0,9
2010-09-05,13.2,20.8,67.0,9
2010-09-06,12.5,2.4,64.0,9
2010-09-07,14.7,1.2,49.0,9
2010-09-08,14.6,0.0,51.0,9
2010-09-09,11.9,0.0,90.0,9
2010-09-10,11.0,24.8,86.0,9
2010-09-11,15.8,3.2,54.0,9
2010-09-12,15.4,0.0,51.0,9
2010-09-13,18.2,0.4,47.0,9
2010-09-14,18.1,0.0,50.0,9
2010-09-15,13.4,0.0,58.0,9
2010-09-16,13.1,0.0,49.0,9
2010-09-17,13.7,0.2,54.0,9
2010-09-18,13.5,0.0,60.0,9
2010-09-19,16.2,0.0,55.0,9
2010-09-20,18.6,0.0,54.0,9
2010-09-21,19.2,0.0,64.0,9
2010-09-22,19.1,0.0,48.0,9
2010-09-23,19.1,0.0,52.0,9
2010-09-24,18.3,0.0,61.0,9
2010-09-25,18.7,0.0,52.0,9
2010-09-26,20.1,0.0,43.0,9
