timestamp,kwh,building_name,building
2024-01-11 02:00:00,81.58,Building A,building_a
2024-01-11 03:00:00,84.61,Building A,building_a
2024-01-11 04:00:00,70.38,Building A,building_a
2024-01-11 05:00:00,79.33,Building A,building_a
2024-01-11 06:00:00,105.48,Building A,building_a
2024-01-11 07:00:00,99.99,Building A,building_a
2024-01-11 08:00:00,101.2,Building A,building_a
2024-01-11 09:00:00,169.85,Building A,building_a
2024-01-11 10:00:00,186.62,Building A,building_a
2024-01-11 11:00:00,164.57,Building A,building_a
2024-01-11 12:00:00,153.27,Building A,building_a
2024-01-11 13:00:00,170.12,Building A,building_a
2024-01-11 14:00:00,169.86,Building A,building_a
2024-01-11 15:00:00,171.98,Building A,building_a
2024-01-11 16:00:00,148.85,Building A,building_a
2024-01-11 17:00:00,150.2,Building A,building_a
2024-01-11 18:00:00,107.36,Building A,building_a
2024-01-11 19:00:00,118.11,Building A,building_a
2024-01-11 20:00:00,126.41,Building A,building_a
2024-01-11 21:00:00,119.99,Building A,building_a
2024-01-11 22:00:00,84.96,Building A,building_a
2024-01-11 23:00:00,75.65,Building A,building_a
2024-01-12 00:00:00,78.84,Building A,building_a
2024-01-12 01:00:00,61.49,Building A,building_a
2024-01-12 02:00:00,76.11,Building A,building_a
2024-01-12 03:00:00,64.08,Building A,building_a
2024-01-12 04:00:00,78.96,Building A,building_a
2024-01-12 05:00:00,68.03,Building A,building_a
2024-01-12 06:00:00,115.06,Building A,building_a
2024-01-12 07:00:00,116.8,Building A,building_a
2024-01-12 08:00:00,97.12,Building A,building_a
2024-01-12 09:00:00,185.74,Building A,building_a
2024-01-12 10:00:00,160.54,Building A,building_a
2024-01-12 11:00:00,151.95,Building A,building_a
2024-01-12 12:00:00,162.0,Building A,building_a
2024-01-12 13:00:00,161.47,Building A,building_a
2024-01-12 14:00:00,147.31,Building A,building_a
2024-01-12 15:00:00,176.29,Building A,building_a
2024-01-12 16:00:00,157.04,Building A,building_a
2024-01-12 17:00:00,152.59,Building A,building_a
2024-01-12 18:00:00,122.9,Building A,building_a
2024-01-12 19:00:00,133.44,Building A,building_a
2024-01-12 20:00:00,127.02,Building A,building_a
2024-01-12 21:00:00,133.64,Building A,building_a
2024-01-12 22:00:00,72.11,Building A,building_a
2024-01-12 23:00:00,95.75,Building A,building_a
2024-01-13 00:00:00,41.48,Building A,building_a
2024-01-13 01:00:00,35.54,Building A,building_a
2024-01-13 02:00:00,35.51,Building A,building_a
2024-01-13 03:00:00,47.02,Building A,building_a
2024-01-13 04:00:00,44.34,Building A,building_a
2024-01-13 05:00:00,52.31,Building A,building_a
2024-01-13 06:00:00,62.99,Building A,building_a
2024-01-13 07:00:00,62.64,Building A,building_a
2024-01-13 08:00:00,66.72,Building A,building_a
2024-01-13 09:00:00,103.26,Building A,building_a
2024-01-13 10:00:00,89.65,Building A,building_a
2024-01-13 11:00:00,94.61,Building A,building_a
2024-01-13 12:00:00,91.62,Building A,building_a
2024-01-13 13:00:00,89.27,Building A,building_a
2024-01-13 14:00:00,106.39,Building A,building_a
2024-01-13 15:00:00,83.77,Building A,building_a
2024-01-13 16:00:00,94.52,Building A,building_a
2024-01-13 17:00:00,87.54,Building A,building_a
2024-01-13 18:00:00,67.9,Building A,building_a
2024-01-13 19:00:00,68.83,Building A,building_a
2024-01-13 20:00:00,71.07,Building A,building_a
2024-01-13 21:00:00,78.78,Building A,building_a
2024-01-13 22:00:00,55.15,Building A,building_a
2024-01-13 23:00:00,53.25,Building A,building_a
2024-01-14 00:00:00,38.78,Building A,building_a
2024-01-14 01:00:00,40.67,Building A,building_a
2024-01-14 02:00:00,49.4,Building A,building_a
2024-01-14 03:00:00,41.54,Building A,building_a
2024-01-14 04:00:00,42.85,Building A,building_a
2024-01-14 05:00:00,40.36,Building A,building_a
2024-01-14 06:00:00,66.78,Building A,building_a
2024-01-14 07:00:00,61.87,Building A,building_a
2024-01-14 08:00:00,67.46,Building A,building_a
2024-01-14 09:00:00,96.0,Building A,building_a
2024-01-14 10:00:00,98.02,Building A,building_a
2024-01-14 11:00:00,87.56,Building A,building_a
2024-01-14 12:00:00,107.73,Building A,building_a
2024-01-14 13:00:00,110.81,Building A,building_a
2024-01-14 14:00:00,99.01,Building A,building_a
2024-01-14 15:00:00,91.27,Building A,building_a
2024-01-14 16:00:00,98.84,Building A,building_a
2024-01-14 17:00:00,99.17,Building A,building_a
2024-01-14 18:00:00,68.14,Building A,building_a
2024-01-14 19:00:00,67.46,Building A,building_a
2024-01-14 20:00:00,74.63,Building A,building_a
2024-01-14 21:00:00,71.89,Building A,building_a
2024-01-14 22:00:00,48.29,Building A,building_a
2024-01-14 23:00:00,44.67,Building A,building_a
2024-01-15 00:00:00,61.51,Building A,building_a
2024-01-15 01:00:00,64.3,Building A,building_a
2024-01-15 02:00:00,83.23,Building A,building_a
2024-01-15 03:00:00,79.4,Building A,building_a
2024-01-15 04:00:00,66.44,Building A,building_a
2024-01-15 05:00:00,70.19,Building A,building_a
2024-01-15 06:00:00,98.08,Building A,building_a
2024-01-15 07:00:00,104.69,Building A,building_a
2024-01-15 08:00:00,116.47,Building A,building_a
2024-01-15 09:00:00,169.95,Building A,building_a
2024-01-15 10:00:00,150.69,Building A,building_a
2024-01-15 11:00:00,160.5,Building A,building_a
2024-01-15 12:00:00,167.28,Building A,building_a
2024-01-15 13:00:00,164.37,Building A,building_a
2024-01-15 14:00:00,152.27,Building A,building_a
2024-01-15 15:00:00,161.02,Building A,building_a
2024-01-15 16:00:00,167.16,Building A,building_a
2024-01-15 17:00:00,158.96,Building A,building_a
2024-01-15 18:00:00,130.6,Building A,building_a
2024-01-15 19:00:00,108.79,Building A,building_a
2024-01-15 20:00:00,114.51,Building A,building_a
2024-01-15 21:00:00,126.27,Building A,building_a
2024-01-15 22:00:00,90.95,Building A,building_a
2024-01-15 23:00:00,85.57,Building A,building_a
2024-01-16 00:00:00,68.59,Building A,building_a
2024-01-16 01:00:00,77.93,Building A,building_a
2024-01-16 02:00:00,69.44,Building A,building_a
2024-01-16 03:00:00,71.9,Building A,building_a
2024-01-16 04:00:00,72.63,Building A,building_a
2024-01-16 05:00:00,67.45,Building A,building_a
2024-01-16 06:00:00,105.69,Building A,building_a
2024-01-16 07:00:00,108.06,Building A,building_a
2024-01-16 08:00:00,102.29,Building A,building_a
2024-01-16 09:00:00,157.78,Building A,building_a
2024-01-16 10:00:00,154.72,Building A,building_a
2024-01-16 11:00:00,169.21,Building A,building_a
2024-01-16 12:00:00,179.63,Building A,building_a
2024-01-16 13:00:00,154.33,Building A,building_a
2024-01-16 14:00:00,154.76,Building A,building_a
2024-01-16 15:00:00,178.66,Building A,building_a
2024-01-16 16:00:00,182.92,Building A,building_a
2024-01-16 17:00:00,154.52,Building A,building_a
2024-01-16 18:00:00,126.37,Building A,building_a
2024-01-16 19:00:00,108.59,Building A,building_a
2024-01-16 20:00:00,123.0,Building A,building_a
2024-01-16 21:00:00,130.62,Building A,building_a
2024-01-16 22:00:00,93.01,Building A,building_a
2024-01-16 23:00:00,89.18,Building A,building_a
2024-01-17 00:00:00,82.79,Building A,building_a
2024-01-17 01:00:00,78.74,Building A,building_a
2024-01-17 02:00:00,74.35,Building A,building_a
2024-01-17 03:00:00,71.71,Building A,building_a
2024-01-17 04:00:00,65.84,Building A,building_a
2024-01-17 05:00:00,85.15,Building A,building_a
2024-01-17 06:00:00,118.51,Building A,building_a
2024-01-17 07:00:00,111.96,Building A,building_a
2024-01-17 08:00:00,99.46,Building A,building_a
2024-01-17 09:00:00,167.77,Building A,building_a
2024-01-17 10:00:00,179.27,Building A,building_a
2024-01-17 11:00:00,177.06,Building A,building_a
2024-01-17 12:00:00,145.2,Building A,building_a
2024-01-17 13:00:00,176.39,Building A,building_a
2024-01-17 14:00:00,166.77,Building A,building_a
2024-01-17 15:00:00,159.71,Building A,building_a
2024-01-17 16:00:00,150.02,Building A,building_a
2024-01-17 17:00:00,158.79,Building A,building_a
2024-01-17 18:00:00,111.32,Building A,building_a
2024-01-17 19:00:00,132.66,Building A,building_a
2024-01-17 20:00:00,133.33,Building A,building_a
2024-01-17 21:00:00,129.55,Building A,building_a
2024-01-17 22:00:00,84.03,Building A,building_a
2024-01-17 23:00:00,90.79,Building A,building_a
2024-01-18 00:00:00,62.4,Building A,building_a
2024-01-18 01:00:00,68.93,Building A,building_a
2024-01-18 02:00:00,62.69,Building A,building_a
2024-01-18 03:00:00,69.53,Building A,building_a
2024-01-18 04:00:00,72.32,Building A,building_a
2024-01-18 05:00:00,77.44,Building A,building_a
2024-01-18 06:00:00,107.63,Building A,building_a
2024-01-18 07:00:00,116.24,Building A,building_a
2024-01-18 08:00:00,100.24,Building A,building_a
2024-01-18 09:00:00,160.79,Building A,building_a
2024-01-18 10:00:00,159.64,Building A,building_a
2024-01-18 11:00:00,178.01,Building A,building_a
2024-01-18 12:00:00,151.08,Building A,building_a
2024-01-18 13:00:00,147.69,Building A,building_a
2024-01-18 14:00:00,168.27,Building A,building_a
2024-01-18 15:00:00,155.98,Building A,building_a
2024-01-18 16:00:00,154.08,Building A,building_a
2024-01-18 17:00:00,142.64,Building A,building_a
2024-01-18 18:00:00,135.77,Building A,building_a
2024-01-18 19:00:00,121.78,Building A,building_a
2024-01-18 20:00:00,117.46,Building A,building_a
2024-01-18 21:00:00,129.92,Building A,building_a
2024-01-18 22:00:00,78.56,Building A,building_a
2024-01-18 23:00:00,80.67,Building A,building_a
2024-01-19 00:00:00,79.85,Building A,building_a
2024-01-19 01:00:00,66.64,Building A,building_a
2024-01-19 02:00:00,64.33,Building A,building_a
2024-01-19 03:00:00,79.81,Building A,building_a
2024-01-19 04:00:00,74.27,Building A,building_a
2024-01-19 05:00:00,79.78,Building A,building_a
2024-01-19 06:00:00,106.68,Building A,building_a
2024-01-19 07:00:00,110.16,Building A,building_a
2024-01-19 08:00:00,102.47,Building A,building_a
2024-01-19 09:00:00,159.69,Building A,building_a
2024-01-19 10:00:00,152.11,Building A,building_a
2024-01-19 11:00:00,183.17,Building A,building_a
2024-01-19 12:00:00,169.99,Building A,building_a
2024-01-19 13:00:00,148.27,Building A,building_a
2024-01-19 14:00:00,157.17,Building A,building_a
2024-01-19 15:00:00,158.41,Building A,building_a
2024-01-19 16:00:00,185.64,Building A,building_a
2024-01-19 17:00:00,159.02,Building A,building_a
2024-01-19 18:00:00,134.27,Building A,building_a
2024-01-19 19:00:00,116.64,Building A,building_a
2024-01-19 20:00:00,126.87,Building A,building_a
2024-01-19 21:00:00,112.79,Building A,building_a
2024-01-19 22:00:00,81.44,Building A,building_a
2024-01-19 23:00:00,80.08,Building A,building_a
2024-01-20 00:00:00,39.84,Building A,building_a
2024-01-20 01:00:00,44.53,Building A,building_a
2024-01-20 02:00:00,40.67,Building A,building_a
2024-01-20 03:00:00,48.37,Building A,building_a
2024-01-20 04:00:00,38.46,Building A,building_a
2024-01-20 05:00:00,44.46,Building A,building_a
2024-01-20 06:00:00,66.05,Building A,building_a
2024-01-20 07:00:00,69.6,Building A,building_a
2024-01-20 08:00:00,60.93,Building A,building_a
2024-01-20 09:00:00,90.86,Building A,building_a
2024-01-20 10:00:00,95.06,Building A,building_a
2024-01-20 11:00:00,98.71,Building A,building_a
2024-01-20 12:00:00,85.72,Building A,building_a
2024-01-20 13:00:00,90.74,Building A,building_a
2024-01-20 14:00:00,97.04,Building A,building_a
2024-01-20 15:00:00,104.3,Building A,building_a
2024-01-20 16:00:00,87.04,Building A,building_a
2024-01-20 17:00:00,109.27,Building A,building_a
2024-01-20 18:00:00,72.66,Building A,building_a
2024-01-20 19:00:00,77.04,Building A,building_a
2024-01-20 20:00:00,68.42,Building A,building_a
2024-01-20 21:00:00,71.83,Building A,building_a
2024-01-20 22:00:00,56.84,Building A,building_a
2024-01-20 23:00:00,45.59,Building A,building_a
2024-01-21 00:00:00,42.08,Building A,building_a
2024-01-21 01:00:00,49.51,Building A,building_a
2024-01-21 02:00:00,40.06,Building A,building_a
2024-01-21 03:00:00,36.57,Building A,building_a
2024-01-21 04:00:00,44.35,Building A,building_a
2024-01-21 05:00:00,40.24,Building A,building_a
2024-01-21 06:00:00,63.78,Building A,building_a
2024-01-21 07:00:00,61.06,Building A,building_a
2024-01-21 08:00:00,57.63,Building A,building_a
2024-01-21 09:00:00,107.32,Building A,building_a
2024-01-21 10:00:00,108.86,Building A,building_a
2024-01-21 11:00:00,101.72,Building A,building_a
2024-01-21 12:00:00,92.82,Building A,building_a
2024-01-21 13:00:00,98.46,Building A,building_a
2024-01-21 14:00:00,100.96,Building A,building_a
2024-01-21 15:00:00,98.04,Building A,building_a
2024-01-21 16:00:00,89.11,Building A,building_a
2024-01-21 17:00:00,92.12,Building A,building_a
2024-01-21 18:00:00,71.7,Building A,building_a
2024-01-21 19:00:00,72.71,Building A,building_a
2024-01-21 20:00:00,79.0,Building A,building_a
2024-01-21 21:00:00,78.08,Building A,building_a
2024-01-21 22:00:00,55.99,Building A,building_a
2024-01-21 23:00:00,56.33,Building A,building_a
2024-01-22 00:00:00,81.27,Building A,building_a
2024-01-22 01:00:00,61.2,Building A,building_a
2024-01-22 02:00:00,73.22,Building A,building_a
2024-01-22 03:00:00,68.86,Building A,building_a
2024-01-22 04:00:00,79.76,Building A,building_a
2024-01-22 05:00:00,64.58,Building A,building_a
2024-01-22 06:00:00,121.3,Building A,building_a
2024-01-22 07:00:00,118.02,Building A,building_a
2024-01-22 08:00:00,121.01,Building A,building_a
2024-01-22 09:00:00,164.98,Building A,building_a
2024-01-22 10:00:00,161.11,Building A,building_a
2024-01-22 11:00:00,147.48,Building A,building_a
2024-01-22 12:00:00,149.13,Building A,building_a
2024-01-22 13:00:00,157.82,Building A,building_a
2024-01-22 14:00:00,168.31,Building A,building_a
2024-01-22 15:00:00,155.02,Building A,building_a
2024-01-22 16:00:00,167.47,Building A,building_a
2024-01-22 17:00:00,154.05,Building A,building_a
2024-01-22 18:00:00,122.09,Building A,building_a
2024-01-22 19:00:00,123.82,Building A,building_a
2024-01-22 20:00:00,135.5,Building A,building_a
2024-01-22 21:00:00,123.67,Building A,building_a
2024-01-22 22:00:00,77.86,Building A,building_a
2024-01-22 23:00:00,78.84,Building A,building_a
2024-01-23 00:00:00,71.63,Building A,building_a
2024-01-23 01:00:00,70.11,Building A,building_a
2024-01-23 02:00:00,69.21,Building A,building_a
2024-01-23 03:00:00,65.98,Building A,building_a
2024-01-23 04:00:00,66.91,Building A,building_a
2024-01-23 05:00:00,73.45,Building A,building_a
2024-01-23 06:00:00,113.55,Building A,building_a
2024-01-23 07:00:00,98.83,Building A,building_a
2024-01-23 08:00:00,111.56,Building A,building_a
2024-01-23 09:00:00,166.29,Building A,building_a
2024-01-23 10:00:00,144.05,Building A,building_a
2024-01-23 11:00:00,154.16,Building A,building_a
2024-01-23 12:00:00,158.01,Building A,building_a
2024-01-23 13:00:00,154.65,Building A,building_a
2024-01-23 14:00:00,170.59,Building A,building_a
2024-01-23 15:00:00,183.75,Building A,building_a
2024-01-23 16:00:00,151.69,Building A,building_a
2024-01-23 17:00:00,161.62,Building A,building_a
2024-01-23 18:00:00,133.98,Building A,building_a
2024-01-23 19:00:00,129.15,Building A,building_a
2024-01-23 20:00:00,137.39,Building A,building_a
2024-01-23 21:00:00,122.54,Building A,building_a
2024-01-23 22:00:00,90.08,Building A,building_a
2024-01-23 23:00:00,74.14,Building A,building_a
2024-01-24 00:00:00,75.56,Building A,building_a
2024-01-24 01:00:00,75.12,Building A,building_a
2024-01-24 02:00:00,67.86,Building A,building_a
2024-01-24 03:00:00,66.27,Building A,building_a
2024-01-24 04:00:00,63.22,Building A,building_a
2024-01-24 05:00:00,75.36,Building A,building_a
